village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.05.20.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,CISURUPAN,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2001;open_data_jabar:32.05.20.2001;kodepos_dev:32.05.20.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1699;open_data_jabar:19234;kodepos_dev:1699,2026-08-11
32.05.20.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,CIDATAR,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2002;open_data_jabar:32.05.20.2002;kodepos_dev:32.05.20.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1700;open_data_jabar:19235;kodepos_dev:1700,2026-08-11
32.05.20.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,SUKAWANGI,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2003;open_data_jabar:32.05.20.2003;kodepos_dev:32.05.20.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1701;open_data_jabar:19236;kodepos_dev:1701,2026-08-11
32.05.20.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,SUKATANI,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2004;open_data_jabar:32.05.20.2004;kodepos_dev:32.05.20.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1702;open_data_jabar:19238;kodepos_dev:1702,2026-08-11
32.05.20.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,SITUSARI,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2005;open_data_jabar:32.05.20.2005;kodepos_dev:32.05.20.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1703;open_data_jabar:19239;kodepos_dev:1703,2026-08-11
32.05.20.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,PAKUWON,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2006;open_data_jabar:32.05.20.2006;kodepos_dev:32.05.20.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1704;open_data_jabar:19240;kodepos_dev:1704,2026-08-11
32.05.20.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,BALEWANGI,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2007;open_data_jabar:32.05.20.2007;kodepos_dev:32.05.20.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1705;open_data_jabar:19241;kodepos_dev:1705,2026-08-11
32.05.20.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,SIRNAJAYA,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2008;open_data_jabar:32.05.20.2008;kodepos_dev:32.05.20.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1706;open_data_jabar:19242;kodepos_dev:1706,2026-08-11
32.05.20.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,CISERO,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2009;open_data_jabar:32.05.20.2009;kodepos_dev:32.05.20.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1707;open_data_jabar:19243;kodepos_dev:1707,2026-08-11
32.05.20.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,KRAMATWANGI,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2010;open_data_jabar:32.05.20.2010;kodepos_dev:32.05.20.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1708;open_data_jabar:19244;kodepos_dev:1708,2026-08-11
32.05.20.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,CIPAGANTI,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2011;open_data_jabar:32.05.20.2011;kodepos_dev:32.05.20.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1709;open_data_jabar:19245;kodepos_dev:1709,2026-08-11
32.05.20.2012,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,PAMULIHAN,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2012;open_data_jabar:32.05.20.2012;kodepos_dev:32.05.20.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1710;open_data_jabar:19246;kodepos_dev:1710,2026-08-11
32.05.20.2013,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,TAMBAKBAYA,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2013;open_data_jabar:32.05.20.2013;kodepos_dev:32.05.20.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1711;open_data_jabar:19247;kodepos_dev:1711,2026-08-11
32.05.20.2014,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,SIRNAGALIH,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2014;open_data_jabar:32.05.20.2014;kodepos_dev:32.05.20.2014,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1712;open_data_jabar:19249;kodepos_dev:1712,2026-08-11
32.05.20.2015,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,PANGAUBAN,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2015;open_data_jabar:32.05.20.2015;kodepos_dev:32.05.20.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1713;open_data_jabar:19250;kodepos_dev:1713,2026-08-11
32.05.20.2016,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,SIMPANGSARI,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2016;open_data_jabar:32.05.20.2016;kodepos_dev:32.05.20.2016,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1714;open_data_jabar:19251;kodepos_dev:1714,2026-08-11
32.05.20.2017,32,JAWA BARAT,32.05,KAB. GARUT,32.05.20,CISURUPAN,CINTAASIH,44163,,,,44163,44163,44163,44163,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.20.2017;open_data_jabar:32.05.20.2017;kodepos_dev:32.05.20.2017,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1715;open_data_jabar:19252;kodepos_dev:1715,2026-08-11
32.05.22.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,CIKAJANG,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2001;open_data_jabar:32.05.22.2001;kodepos_dev:32.05.22.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1723;open_data_jabar:19261;kodepos_dev:1723,2026-08-11
32.05.22.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,SIMPANG,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2002;open_data_jabar:32.05.22.2002;kodepos_dev:32.05.22.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1724;open_data_jabar:19262;kodepos_dev:1724,2026-08-11
32.05.22.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,MEKARSARI,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2003;open_data_jabar:32.05.22.2003;kodepos_dev:32.05.22.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1725;open_data_jabar:19263;kodepos_dev:1725,2026-08-11
32.05.22.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,GIRIJAYA,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2004;open_data_jabar:32.05.22.2004;kodepos_dev:32.05.22.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1726;open_data_jabar:19264;kodepos_dev:1726,2026-08-11
32.05.22.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,GIRIAWAS,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2005;open_data_jabar:32.05.22.2005;kodepos_dev:32.05.22.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1727;open_data_jabar:19265;kodepos_dev:1727,2026-08-11
32.05.22.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,CIBODAS,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2006;open_data_jabar:32.05.22.2006;kodepos_dev:32.05.22.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1728;open_data_jabar:19266;kodepos_dev:1728,2026-08-11
32.05.22.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,MEKARJAYA,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2007;open_data_jabar:32.05.22.2007;kodepos_dev:32.05.22.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1729;open_data_jabar:19267;kodepos_dev:1729,2026-08-11
32.05.22.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,CIKANDANG,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2008;open_data_jabar:32.05.22.2008;kodepos_dev:32.05.22.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1730;open_data_jabar:19268;kodepos_dev:1730,2026-08-11
32.05.22.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,PADASUKA,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2009;open_data_jabar:32.05.22.2009;kodepos_dev:32.05.22.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1731;open_data_jabar:19269;kodepos_dev:1731,2026-08-11
32.05.22.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,MARGAMULYA,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2010;open_data_jabar:32.05.22.2010;kodepos_dev:32.05.22.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1732;open_data_jabar:19271;kodepos_dev:1732,2026-08-11
32.05.22.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.22,CIKAJANG,CIPANGRAMATAN,44171,,,,44171,44171,44171,44171,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.22.2011;open_data_jabar:32.05.22.2011;kodepos_dev:32.05.22.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1733;open_data_jabar:19272;kodepos_dev:1733,2026-08-11
32.05.23.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,BANJARWANGI,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2001;open_data_jabar:32.05.23.2001;kodepos_dev:32.05.23.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1735;open_data_jabar:19274;kodepos_dev:1735,2026-08-11
32.05.23.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,TALAGAJAYA,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2002;open_data_jabar:32.05.23.2002;kodepos_dev:32.05.23.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1736;open_data_jabar:19275;kodepos_dev:1736,2026-08-11
32.05.23.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,PADAHURIP,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2003;open_data_jabar:32.05.23.2003;kodepos_dev:32.05.23.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1737;open_data_jabar:19276;kodepos_dev:1737,2026-08-11
32.05.23.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,KADONGDONG,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2004;open_data_jabar:32.05.23.2004;kodepos_dev:32.05.23.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1738;open_data_jabar:19277;kodepos_dev:1738,2026-08-11
32.05.23.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,TALAGASARI,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2005;open_data_jabar:32.05.23.2005;kodepos_dev:32.05.23.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1739;open_data_jabar:19278;kodepos_dev:1739,2026-08-11
32.05.23.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,JAYABAKTI,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2006;open_data_jabar:32.05.23.2006;kodepos_dev:32.05.23.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1740;open_data_jabar:19279;kodepos_dev:1740,2026-08-11
32.05.23.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,MULYAJAYA,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2007;open_data_jabar:32.05.23.2007;kodepos_dev:32.05.23.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1741;open_data_jabar:19280;kodepos_dev:1741,2026-08-11
32.05.23.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,DANGIANG,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2008;open_data_jabar:32.05.23.2008;kodepos_dev:32.05.23.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1742;open_data_jabar:19282;kodepos_dev:1742,2026-08-11
32.05.23.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,TANJUNGJAYA,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2009;open_data_jabar:32.05.23.2009;kodepos_dev:32.05.23.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1743;open_data_jabar:19283;kodepos_dev:1743,2026-08-11
32.05.23.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,BOJONG,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2010;open_data_jabar:32.05.23.2010;kodepos_dev:32.05.23.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1744;open_data_jabar:19284;kodepos_dev:1744,2026-08-11
32.05.23.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.23,BANJARWANGI,WANGUNJAYA,44172,,,,44172,44172,44172,44172,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.23.2011;open_data_jabar:32.05.23.2011;kodepos_dev:32.05.23.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1745;open_data_jabar:19285;kodepos_dev:1745,2026-08-11
32.05.26.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.26,PEUNDEUY,PEUNDEUY,44178,,,,44178,44178,44178,44178,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.26.2001;open_data_jabar:32.05.26.2001;kodepos_dev:32.05.26.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1759;open_data_jabar:19300;kodepos_dev:1759,2026-08-11
32.05.26.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.26,PEUNDEUY,TOBLONG,44178,,,,44178,44178,44178,44178,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.26.2002;open_data_jabar:32.05.26.2002;kodepos_dev:32.05.26.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1760;open_data_jabar:19301;kodepos_dev:1760,2026-08-11
32.05.26.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.26,PEUNDEUY,SARIBAKTI,44178,,,,44178,44178,44178,44178,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.26.2003;open_data_jabar:32.05.26.2003;kodepos_dev:32.05.26.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1761;open_data_jabar:19302;kodepos_dev:1761,2026-08-11
32.05.26.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.26,PEUNDEUY,PANGRUMASAN,44178,,,,44178,44178,44178,44178,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.26.2004;open_data_jabar:32.05.26.2004;kodepos_dev:32.05.26.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1762;open_data_jabar:19304;kodepos_dev:1762,2026-08-11
32.05.26.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.26,PEUNDEUY,SUKANAGARA,44178,,,,44178,44178,44178,44178,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.26.2005;open_data_jabar:32.05.26.2005;kodepos_dev:32.05.26.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1763;open_data_jabar:19305;kodepos_dev:1763,2026-08-11
32.05.26.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.26,PEUNDEUY,PURWAJAYA,44178,,,,44178,44178,44178,44178,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.26.2006;open_data_jabar:32.05.26.2006;kodepos_dev:32.05.26.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1764;open_data_jabar:19306;kodepos_dev:1764,2026-08-11
