village_code,api_village_name,diskominfo_village_name,odj_village_name,api_postal_code,diskominfo_postal_code,odj_postal_code,diskominfo_vs_open_data_jabar,api_vs_diskominfo,api_vs_odj,comparison_status,postal_review_required,name_difference,note
32.01.22.2001,Sukamaju,SUKAMAJU,SUKAMAJU,16660,16662,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2002,Cigudeg,CIGUDEG,CIGUDEG,16660,16661,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2003,Bunar,BUNAR,BUNAR,16660,16669,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2005,Cintamanik,CINTAMANIK,CINTAMANIK,16660,16665,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2006,Argapura,ARGAPURA,ARGAPURA,16660,16668,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2007,Bangunjaya,BANGUNJAYA,BANGUNJAYA,16660,16668,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2008,Rengasjajar,RENGASJAJAR,RENGASJAJAR,16660,16667,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2010,Wargajaya,WARGAJAYA,WARGAJAYA,16660,16665,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2011,Sukaraksa,SUKARAKSA,SUKARAKSA,16660,16663,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2014,Mekarjaya,MEKARJAYA,MEKARJAYA,16660,16668,16660,different,different,match,api_matches_odj,yes,no,
32.01.22.2015,Tegallega,TEGALLEGA,TEGALLEGA,16660,16666,16660,different,different,match,api_matches_odj,yes,no,
32.01.23.2001,Tapos,TAPOS,TAPOS,16370,16375,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2002,Ciomas,CIOMAS,CIOMAS,16370,16376,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2003,Batok,BATOK,BATOK,16370,16377,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2004,Babakan,BABAKAN,BABAKAN,16370,16374,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2005,Tenjo,TENJO,TENJO,16370,16371,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2006,Cilaku,CILAKU,CILAKU,16370,16378,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2007,Singabraja,SINGABRAJA,SINGABRAJA,16370,16372,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2008,Singabangsa,SINGABANGSA,SINGABANGSA,16370,16379,16370,different,different,match,api_matches_odj,yes,no,
32.01.23.2009,Bojong,BOJONG,BOJONG,16370,16373,16370,different,different,match,api_matches_odj,yes,no,
32.01.24.2001,Cileungsi,CILEUNGSI,CILEUNGSI,16720,16725,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2002,Citapen,CITAPEN,CITAPEN,16720,16725,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2003,Cibedug,CIBEDUG,CIBEDUG,16720,16726,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2004,Jambuluwuk (Jambu Luwuk),JAMBULUWUK,JAMBULUWUK,16720,16726,16720,different,different,match,api_matches_odj,yes,yes,
32.01.24.2006,Teluk Pinang,TELUK PINANG,TELUK PINANG,16720,16722,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2007,Banjar Waru,BANJAR WARU,BANJAR WARU,16720,16723,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2008,Bendungan,BENDUNGAN,BENDUNGAN,16720,16727,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2009,Pandan Sari (Pandansari),PANDAN SARI,PANDAN SARI,16720,16728,16720,different,different,match,api_matches_odj,yes,yes,
32.01.24.2010,Bojong Murni,BOJONG MURNI,BOJONG MURNI,16720,16729,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2011,Banjar Wangi,BANJAR WANGI,BANJAR WANGI,16720,16723,16720,different,different,match,api_matches_odj,yes,no,
32.01.24.2012,Ciawi,CIAWI,CIAWI,16720,16721,46156,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.24.2013,Bitungsari (Bitung Sari),BITUNGSARI,BITUNGSARI,16720,16724,16720,different,different,match,api_matches_odj,yes,yes,
32.01.25.1010,Cisarua,CISARUA,CISARUA,16750,16759,45355,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.25.2001,Batulayang (Batu Layang),BATULAYANG,BATULAYANG,16750,16755,16750,different,different,match,api_matches_odj,yes,yes,
32.01.25.2002,Jogjogan,JOGJOGAN,JOGJOGAN,16750,16756,16750,different,different,match,api_matches_odj,yes,no,
32.01.25.2003,Cibeureum,CIBEUREUM,CIBEUREUM,16750,16753,16750,different,different,match,api_matches_odj,yes,no,
32.01.25.2004,Cilember,CILEMBER,CILEMBER,16750,16756,16750,different,different,match,api_matches_odj,yes,no,
32.01.25.2005,Citeko,CITEKO,CITEKO,16750,16752,16750,different,different,match,api_matches_odj,yes,no,
32.01.25.2006,Tugu Selatan,TUGU SELATAN,TUGU SELATAN,16750,16754,16750,different,different,match,api_matches_odj,yes,no,
32.01.25.2007,Leuwimalang,LEUWIMALANG,LEUWIMALANG,16750,16751,16750,different,different,match,api_matches_odj,yes,no,
32.01.25.2008,Kopo,KOPO,KOPO,16750,16758,16750,different,different,match,api_matches_odj,yes,no,
32.01.25.2009,Tugu Utara,TUGU UTARA,TUGU UTARA,16750,16754,16750,different,different,match,api_matches_odj,yes,no,
32.01.26.2001,Sukamaju,SUKAMAJU,SUKAMAJU,16770,16775,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2002,Kuta,KUTA,KUTA,16770,16779,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2003,Gadog,GADOG,GADOG,16770,16773,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2004,Sukakarya,SUKAKARYA,SUKAKARYA,16770,16774,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2005,Megamendung,MEGAMENDUNG,MEGAMENDUNG,16770,16771,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2007,Sukamanah,SUKAMANAH,SUKAMANAH,16770,16777,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2008,Sukagalih,SUKAGALIH,SUKAGALIH,16770,16776,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2009,Cipayung Girang,CIPAYUNG GIRANG,CIPAYUNG GIRANG,16770,16772,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2010,Sukamahi,SUKAMAHI,SUKAMAHI,16770,16775,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2011,Sukaresmi,SUKARESMI,SUKARESMI,16770,16778,16770,different,different,match,api_matches_odj,yes,no,
32.01.26.2012,Pasir Angin,PASIR ANGIN,PASIR ANGIN,16770,16772,16770,different,different,match,api_matches_odj,yes,no,
32.01.27.2001,Pasir Muncang,PASIR MUNCANG,PASIR MUNCANG,16730,16733,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2002,Cimande Hilir,CIMANDE HILIR,CIMANDE HILIR,16730,16731,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2003,Ciderum,CIDERUM,CIDERUM,16730,16737,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2004,Caringin,CARINGIN,CARINGIN,16730,16732,44166,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.27.2005,Ciherang Pondok,CIHERANG PONDOK,CIHERANG PONDOK,16730,16738,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2006,Cinagara,CINAGARA,CINAGARA,16730,16734,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2007,Cimande,CIMANDE,CIMANDE,16730,16736,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2008,Pancawati,PANCAWATI,PANCAWATI,16730,16736,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2010,Basir Buncir (Pasir Buncir),BASIR BUNCIR,BASIR BUNCIR,16730,16735,16730,different,different,match,api_matches_odj,yes,yes,
32.01.27.2011,Lemah Duhur,LEMAH DUHUR,LEMAH DUHUR,16730,16737,16730,different,different,match,api_matches_odj,yes,no,
32.01.27.2012,Tangkil,TANGKIL,TANGKIL,16730,16737,16730,different,different,match,api_matches_odj,yes,no,
32.01.28.2001,Cijeruk,CIJERUK,CIJERUK,16740,16782,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2002,Cipelang,CIPELANG,CIPELANG,16740,16781,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2003,Warung Menteng,WARUNG MENTENG,WARUNG MENTENG,16740,16783,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2004,Tajur Halang,TAJUR HALANG,TAJUR HALANG,16740,16788,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2005,Cipicung,CIPICUNG,CIPICUNG,16740,16785,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2006,Cibalung,CIBALUNG,CIBALUNG,16740,16784,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2007,Sukaharja,SUKAHARJA,SUKAHARJA,16740,16787,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2008,Palasari,PALASARI,PALASARI,16740,16786,16740,different,different,match,api_matches_odj,yes,no,
32.01.28.2009,Tanjungsari (Tanjung Sari),TANJUNGSARI,TANJUNGSARI,16740,16789,16740,different,different,match,api_matches_odj,yes,yes,
32.01.29.1003,Padasuka,PADASUKA,PADASUKA,16610,16611,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2001,Mekarjaya,MEKARJAYA,MEKARJAYA,16610,16619,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2002,Sukaharja,SUKAHARJA,SUKAHARJA,16610,16615,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2004,Parakan,PARAKAN,PARAKAN,16610,16616,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2005,Ciomas,CIOMAS,CIOMAS,16610,16612,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2006,Pagelaran,PAGELARAN,PAGELARAN,16610,16617,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2007,Sukamakmur,SUKAMAKMUR,SUKAMAKMUR,16610,16615,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2008,Ciapus,CIAPUS,CIAPUS,16610,40377,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2009,Kota Batu,KOTA BATU,KOTA BATU,16610,16618,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2010,Laladon,LALADON,LALADON,16610,16613,16610,different,different,match,api_matches_odj,yes,no,
32.01.29.2011,Ciomas Rahayu,CIOMAS RAHAYU,CIOMAS RAHAYU,16610,16612,16610,different,different,match,api_matches_odj,yes,no,
32.01.30.2001,Sukadamai,SUKADAMAI,SUKADAMAI,16680,16685,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2002,Ciherang,CIHERANG,CIHERANG,16680,16687,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2004,Sukawening,SUKAWENING,SUKAWENING,16680,16686,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2005,Petir,PETIR,PETIR,16680,16683,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2006,Purwasari,PURWASARI,PURWASARI,16680,16684,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2007,Cikarawang,CIKARAWANG,CIKARAWANG,16680,16688,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2008,Babakan,BABAKAN,BABAKAN,16680,16689,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2009,Dramaga,DRAMAGA,DRAMAGA,16680,16681,16680,different,different,match,api_matches_odj,yes,no,
32.01.30.2010,Neglasari,NEGLASARI,NEGLASARI,16680,16682,16680,different,different,match,api_matches_odj,yes,no,
32.01.31.2001,Sukamantri,SUKAMANTRI,SUKAMANTRI,16611,16265,16610,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.31.2005,Sukaluyu,SUKALUYU,SUKALUYU,16611,16262,16610,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.31.2006,Sukaresmi,SUKARESMI,SUKARESMI,16611,16268,16610,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.31.2007,Sukajaya,SUKAJAYA,SUKAJAYA,16611,16264,16610,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.31.2008,Sukajadi,SUKAJADI,SUKAJADI,16611,16263,16610,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.32.2002,Bojong,BOJONG,BOJONG,16710,16877,16878,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.33.2001,Putat Nutug,PUTAT NUTUG,PUTAT NUTUG,16120,16384,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2002,Ciseeng,CISEENG,CISEENG,16120,16387,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2003,Parigi Mekar,PARIGI MEKAR,PARIGI MEKAR,16120,16388,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2004,Cibentang,CIBENTANG,CIBENTANG,16120,16387,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2005,Cibeuteung Udik,CIBEUTEUNG UDIK,CIBEUTEUNG UDIK,16120,16383,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2006,Karihkil,KARIHKIL,KARIHKIL,16120,16385,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2007,Babakan,BABAKAN,BABAKAN,16120,16386,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2009,Cibeuteung Muara,CIBEUTEUNG MUARA,CIBEUTEUNG MUARA,16120,16383,16120,different,different,match,api_matches_odj,yes,no,
32.01.33.2010,Kuripan,KURIPAN,KURIPAN,16120,16382,16120,different,different,match,api_matches_odj,yes,no,
32.01.35.2001,Cisarua,CISARUA,CISARUA,16661,16293,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2002,Kiarasari,KIARASARI,KIARASARI,16661,16294,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2003,Sukajaya,SUKAJAYA,SUKAJAYA,16661,16291,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2005,Cileuksa,CILEUKSA,CILEUKSA,16661,16292,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2007,Harkatjaya,HARKATJAYA,HARKATJAYA,16661,16296,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2008,Sukamulih,SUKAMULIH,SUKAMULIH,16661,16299,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2009,Pasir Madang,PASIR MADANG,PASIR MADANG,16661,16298,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2010,Urug,URUG,URUG,16661,16141,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.35.2011,Jayaraharja,JAYARAHARJA,JAYARAHARJA,16661,16836,16660,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2002,Selawangi,SELAWANGI,SELAWANGI,16841,16858,16840,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2004,Antajaya,ANTAJAYA,ANTAJAYA,16841,16854,16840,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2005,Pasir Tanjung,PASIR TANJUNG,PASIR TANJUNG,16841,16855,16840,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2006,Cibadak,CIBADAK,CIBADAK,16841,16857,16840,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2007,Sukarasa,SUKARASA,SUKARASA,16841,16859,16840,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2008,Sirnasari,SIRNASARI,SIRNASARI,16841,16852,16266,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2009,Buanajaya,BUANAJAYA,BUANAJAYA,16841,16853,16840,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.36.2010,Sirnarasa,SIRNARASA,SIRNARASA,16841,16852,16266,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.01.38.2001,Cigombong,CIGOMBONG,CIGOMBONG,16110,16741,16110,different,different,match,api_matches_odj,yes,no,
32.01.38.2002,Watesjaya,WATESJAYA,WATESJAYA,16110,16742,16110,different,different,match,api_matches_odj,yes,no,
32.01.38.2003,Ciburuy,CIBURUY,CIBURUY,16110,16745,16110,different,different,match,api_matches_odj,yes,no,
32.01.38.2004,Srogol,SROGOL,SROGOL,16110,16743,16110,different,different,match,api_matches_odj,yes,no,
32.01.38.2005,Cisalada,CISALADA,CISALADA,16110,16748,16110,different,different,match,api_matches_odj,yes,no,
32.01.38.2008,Ciburayut,CIBURAYUT,CIBURAYUT,16110,16746,16110,different,different,match,api_matches_odj,yes,no,
32.01.38.2009,Ciadeg,CIADEG,CIADEG,16110,16741,16110,different,different,match,api_matches_odj,yes,no,
